,id,total_fires,acres_burned,logged_acres_burned
221,13169,1458,4462.92,-198.70448624150907
222,13171,614,1817.53,-14.735037266311798
223,13173,986,7602.900009999999,-63.76770071386175
224,13175,4646,10482.41999,-1557.2695816196383
225,13177,951,3190.71,-121.18949873727408
226,13179,1820,5379.23,-354.9692579031654
227,13181,363,1685.49,25.903647029451456
228,13183,1349,14611.49,53.357251656061464
229,13185,2182,9053.24999,4.608976172511609
230,13187,1268,11454.0,-249.94335571698636
231,13189,961,2326.30001,-260.43780471310913
232,13191,1706,14716.19999,-83.41435293073712
233,13193,709,2828.68,0.3542974471775726
234,13195,706,1122.66,-190.17107967307635
235,13197,1103,5728.07,19.25203528217478
236,13199,979,4598.56,130.75281230901783
237,13201,788,4364.2699999999995,41.426018757295815
238,13205,1686,6068.36,64.5491341416223
239,13207,1155,3124.58,-83.3485178485421
240,13209,837,2763.66001,-114.30610845152172
241,13211,380,2037.71,67.21464517530248
242,13213,1267,6142.41,101.60411717778554
243,13215,129,846.99,54.75381524076197
244,13217,961,2138.39,-150.77488407122416
245,13219,328,600.92,-47.10188438780034
246,13221,830,4456.96,-63.66536024785305
247,13223,1398,4607.2300000000005,-156.8616706201897
248,13225,691,1691.1599999999999,-22.926691065989544
249,13227,995,4169.46001,-104.13051564343891
250,13229,1241,5483.0799799999995,-118.30447578510655
251,13231,634,2151.93,-11.490780845127967
252,13233,2120,12816.7,487.46142473167515
253,13235,1320,3598.88,-136.68105987574612
254,13237,773,2944.9,-4.247458362803359
255,13239,293,1303.32,30.97867767359979
256,13241,421,4696.33,61.76134069731374
257,13243,619,3045.69,-29.79168786083627
258,13245,1103,3904.97,65.17923408347609
259,13247,333,715.25,-15.14821008433979
260,13249,331,1853.22001,-12.432883399965977
261,13251,1623,8608.16,126.43915167902783
262,13253,1017,3118.4900000000002,-35.30373933297423
263,13255,786,1684.98,-119.85530990116764
264,13257,775,1808.5,-86.87227927312884
265,13259,712,2983.38,-21.07462606326482
266,13261,1125,4106.98,-53.83156120320827
267,13263,886,4116.81,93.79794829547147
268,13265,270,1528.42,-13.441764013594351
269,13267,1551,5572.68,-72.69302064451664
270,13269,867,5584.41999,81.20507266567685
271,13271,2101,6307.99,-588.583256389097
272,13273,440,2528.75,33.443159083388615
273,13275,1310,5593.48998,68.4917574076132
274,13277,1542,3016.67,-201.77581358588193
275,13279,1907,5484.68,-313.5657010946218
276,13281,341,2156.23,-60.889811024371745
277,13283,1661,3214.93,-463.58898144390776
278,13285,786,3081.3299899999997,19.558343815995926
279,13287,1098,3696.97,-79.82809391369582
280,13289,1974,6286.03999,-188.57471652309485
281,13291,904,2752.64,-273.42824719341274
282,13293,1206,6268.84999,-76.13199348597034
283,13295,1690,6744.2300000000005,160.81963538563244
284,13297,628,1917.07,27.32512618277489
285,13299,2085,551434.46,-90.57568105804758
286,13301,642,3020.31,-43.973581117307916
287,13303,1787,8409.8,93.71024707692557
288,13305,1964,13482.31997,37.31272322338584
289,13307,438,966.92,-83.79734130360902
290,13309,1388,3398.96,-478.21126310271865
291,13311,417,2187.92,-34.17437521279917
292,13313,933,3861.87,-132.23280822849964
293,13315,1299,5523.45,78.67667115028898
294,13317,562,2426.61,-39.886918881428585
295,13319,1224,5033.37,30.649100849439492
296,13321,1590,8468.86,253.17331289306478
297,15001,1110,138927.52,-381.48405508397315
298,15003,6059,45313.58,-3245.7725641174966
299,15007,1640,10533.52,-1175.6310994677378
300,15009,3156,230594.48,-2470.0140374795537
301,16001,1627,218553.95,381.59917881135215
302,16003,1036,81584.68,-573.3894347476789
303,16005,478,50909.36,82.65164810694488
304,16007,197,14446.1,-32.47284055248099
305,16009,597,2885.41,-209.1014962233129
306,16011,312,360618.89999999997,321.9484768793456
307,16013,494,639998.65,55.96039070933746
308,16015,1832,335748.24000000005,-910.7000233401629
309,16017,1706,11873.441,-1099.3973065998553
310,16019,412,39433.55,13.158190774790302
311,16021,1090,17073.7,-690.3442363065625
312,16023,175,214379.23,1.4068031673504038
313,16025,150,171463.94,-10.620336660827892
314,16027,95,10167.9,59.244616016753525
315,16029,203,21041.89,53.386399716236646
316,16031,782,385427.27,340.60296205801257
317,16033,149,51091.50000000001,5.424480163042704
318,16035,2660,66174.78,-1538.035694354451
319,16037,841,504434.06,-403.4463641995604
320,16039,1433,1210023.73,643.7997788380904
321,16041,95,24630.66,32.63009345393176
322,16043,273,32067.53,-71.52887464583684
323,16045,259,109015.66,107.41283789108061
324,16047,243,107735.2,230.99646352407467
325,16049,7270,2235285.16,-2116.126765910994
326,16051,75,32928.7,57.15462888691051
327,16053,346,143678.5,267.5341821131032
328,16055,1199,2999.87,-615.7669628170303
329,16057,458,4558.75,-145.31876291678995
330,16059,1502,792842.26,-462.919294206001
331,16061,241,137020.65,1.32150613385069
332,16063,338,665615.0,297.76194715466335
333,16065,49,1635.58,7.344093764547934
334,16067,75,189204.4,123.47241518854646
335,16069,558,140686.95,37.36688647420941
336,16071,304,195343.94999999998,139.14476603484806
337,16073,896,2241296.5,1093.7664732936855
338,16075,83,31369.7,105.84997490942249
339,16077,299,455711.30000000005,270.1673005240295
340,16079,2153,56338.8,-1244.8957854566174
341,16081,64,263.09999999999997,-38.16303719423899
342,16083,372,315121.1,323.0640228725103
343,16085,2955,1168437.96,-1485.9991096327622
344,16087,303,142947.43,118.84519855846867
345,17000,4,752.2,1.1760912590556813
346,17001,53,273.1,19.158697290917853
347,17003,67,1114.93,32.9619604056672
348,17005,26,257.0,3.644438589467838
349,17007,1,2.0,0.30102999566398114
350,17009,1,1.0,0.0
351,17011,10,227.1,4.4471580313422185
352,17013,2,44.0,2.290034611362518
353,17015,22,337.0,8.362948629615516
354,17017,5,25.5,1.4771212547196622
355,17019,14,180.0,9.79934054945358
356,17021,14,172.6,-0.9030899869919432
357,17023,1,0.5,-0.30102999566398114
358,17025,33,60.0,-5.25148734289855
359,17027,12,66.35,2.4825162866063692
360,17029,1,0.5,-0.30102999566398114
361,17031,4,0.8,-1.9999999999999996
362,17035,12,5.010000000000001,-9.221848749616354
363,17039,14,95.0,6.3979400086720375
364,17043,2,0.35,-1.602059991327962
365,17045,1,5.0,0.6989700043360187
366,17047,3,1.6,-0.25963731050575606
367,17049,9,9.7,-0.7727562184969374
368,17051,2,0.7,-0.9999999999999999
369,17053,1,1.0,0.0
370,17055,31,178.05,4.463442405659052
371,17057,5,284.4,4.2253092817258615
372,17059,19,149.25,2.666029499042767
373,17063,26,935.5,6.15498359967445
374,17065,5,16.0,-0.3187587626244126
375,17067,6,15.6,0.3979400086720377
376,17069,61,732.49,22.675165453577225
377,17073,3,2.3,-1.3979400086720375
378,17075,3,4.199999999999999,-1.3979400086720373
379,17077,87,1066.83,9.73981912085588
380,17079,1,5.0,0.6989700043360187
381,17081,1,0.25,-0.6020599913279623
382,17083,36,1666.8999999999999,8.527895602644557
383,17085,40,199.32000000000002,-1.9589237776638817
384,17087,70,715.86,24.411527588776444
385,17089,22,194.15,5.102305044894762
386,17091,49,71.8,-6.422508200162772
387,17095,4,45.4,1.1760912590556811
388,17097,31,607.25,7.875004394234741
389,17099,43,389.4,-8.103749437538358
390,17101,10,33.75,1.7781512503836434
391,17103,18,171.3,4.096214585346405
392,17105,47,249.5,-3.7591017716189548
393,17107,53,133.34,2.7864365346429323
394,17109,6,44.3,0.17609125905568157
395,17111,21,206.85,8.608981055546973
396,17113,30,221.855,8.658607545662049
397,17117,50,227.9,-5.674017747583016
398,17119,15,9.5,-4.7269987279362615
399,17121,2,0.2,-1.9999999999999996
400,17123,11,172.55,5.322203783939727
401,17125,13,406.20000000000005,4.276461804173244
402,17127,95,239.4,1.6600342993376425
403,17129,11,20.0,-2.8239087409443178
404,17131,30,4607.8,8.1047142161245
405,17133,52,430.45,29.36787750663788
406,17135,25,266.9,8.366803848533817
407,17137,44,331.4,4.075846667129432
408,17141,23,257.8,6.871682370970902
409,17143,15,47.2,-1.5686362358410118
410,17145,23,610.6,13.561697532653993
411,17147,9,46.5,2.8750612633916997
412,17149,48,668.6,11.728110594109225
413,17151,146,1580.9,49.99602519317765
414,17153,15,137.1,6.126420394649992
415,17155,9,93.8,-0.6478174818886369
416,17157,12,15.1,0.07918124604762489
417,17159,7,10.55,-3.9208187539523744
418,17161,39,199.79,-45.73126072957875
419,17163,49,37.7,-20.948847477552615
420,17165,50,1743.5200000000002,18.498459204411724
421,17167,46,424.2,-0.14703230897118025
422,17171,1,5.0,0.6989700043360187
423,17173,2,60.5,1.4771212547196622
424,17177,30,233.5,-2.447185827078533
425,17179,15,46.2,1.6635124704151556
426,17181,99,586.87,5.027809859341483
427,17183,30,232.0,11.941908774365599
428,17187,12,53.0,4.413634997198555
429,17189,3,21.1,0.30102999566398125
430,17191,6,11.149999999999999,-3.124938736608299
431,17197,41,428.35,-7.065917063974454
432,17199,192,788.1999999999999,-4.336351858091826
433,17201,11,11.75,-3.6020599913279616
434,17203,26,137.05,-1.4259687322722798
435,18000,3,1.2,-1.9999999999999996
436,18001,2,4.0,0.6020599913279623
437,18003,1,50.0,1.6989700043360185
438,18005,10,1883.6,6.378811210711217
439,18013,24,186.4,6.368698850720518
440,18015,7,8.9,-3.4559319556497234
441,18021,3,40.6,0.3010299956639815
442,18025,94,515.72,12.137455323944318
443,18027,9,27.1,2.2552725051033065
444,18029,3,5.0,0.47712125471966244
445,18031,1,3.0,0.47712125471966244
446,18033,14,64.10000000000001,-1.774690718274137
447,18037,3,14.1,0.38021124171160603
448,18047,1,3.0,0.47712125471966244
449,18051,12,528.3,5.661184917788577
450,18053,7,30.5,2.0791812460476247
451,18055,71,158.20000000000002,1.4542942902314582
452,18057,1,0.3,-0.5228787452803376
453,18059,1,0.1,-0.9999999999999998
454,18061,3,21.0,2.447158031342219
455,18063,7,5.7,-3.920818753952375
456,18069,3,5.0,0.47712125471966244
457,18071,77,397.45,17.994343827204233
458,18077,18,56.3,-3.26760624017703
459,18079,1,1.0,0.0
460,18083,2,2.0,0.0
461,18085,3,7.1,-0.22184874961635626
462,18089,492,5825.7,-63.62924247273602
463,18091,10,6.5,-4.619788758288393
464,18093,46,123.98,1.5023414981721697
465,18095,9,4.0,-5.30102999566398
466,18099,5,24.0,2.2552725051033056
467,18101,8,77.5,4.832508912706237
468,18103,4,3.6,-0.9999999999999998
469,18105,294,389.54,-81.36551617936884
470,18107,11,15.2,-5.698970004336017
471,18117,76,375.15,8.828648732048201
472,18123,131,816.25,2.9899601706704577
473,18125,7,1277.5,12.052689633579242
474,18127,467,584.9,-286.94655265188175
475,18129,3,11.1,2.220446049250313e-16
476,18137,25,2697.1,33.29425802954654
477,18143,1,60.0,1.7781512503836434
478,18147,2,96.0,1.9777236052888476
479,18151,6,10.7,-0.8239087409443184
480,18153,18,39.4,0.9084850188786501
481,18155,1,1.0,0.0
482,18157,22,29.5,-5.823908740944317
483,18167,46,342.69999999999993,-5.637093616496862
484,18169,3,3.0,0.0
485,18173,2,365.0,3.5056925074121996
486,18175,1,30.0,1.4771212547196624
487,18179,11,21.7,0.954242509439325
488,18183,17,18.2,-1.3979400086720373
489,19001,38,661.25,23.132535356420558
490,19003,18,305.012,6.647899121577345
491,19005,54,527.578,23.917686213199303
492,19007,43,1124.6,33.616145110172525
493,19009,15,224.66,2.3521825181113627
494,19011,55,712.0509999999999,13.436939714391114
495,19013,46,202.5,2.812605232354849
496,19015,21,142.975,7.549463076236982
497,19017,47,810.81,13.968493105322242
498,19019,37,513.2850000000001,20.713883718845928
499,19021,14,111.85,5.246879252504378
500,19023,21,266.0,13.519499852859537
501,19025,26,228.7,11.517466074425624
502,19027,59,665.6,30.147224059372206
503,19029,48,671.01,21.289368375532266
504,19031,61,937.25,26.538655373495562
505,19033,20,35.31,-1.8976949551052367
506,19035,82,1027.46,39.56444499813384
507,19037,53,1355.855,31.827586348985122
508,19039,7,432.0,7.908485018878649
509,19041,26,1071.5,17.49928228549541
510,19043,32,215.75,11.479805372024334
511,19045,45,233.66,13.66870218177381
512,19047,36,262.31,14.436585043500106
513,19049,23,280.25,12.997966221566084
514,19051,15,242.8,12.559763032876791
515,19053,3,803.8,3.4828735836087534
516,19055,48,217.92000000000002,8.532224416410152
517,19057,11,49.1,1.7481880270062002
518,19059,47,1343.8700000000001,24.76233002911886
519,19061,46,270.85,12.247528807280055
520,19063,24,293.35,11.441624488324086
521,19065,99,772.4125,33.706149017337694
522,19067,44,294.85,9.629068231036568
523,19069,5,25.1,1.230448921378274
524,19071,45,258.34,8.118540152771937
525,19073,22,258.0,13.761842473884181
526,19075,26,360.75,17.445124252908304
527,19077,43,771.6510000000001,25.913449807249208
528,19079,43,350.301,8.336613482776157
529,19081,13,72.4,5.391454080030337
530,19083,30,440.9,18.083184307249425
531,19085,105,1126.635,36.22880232318982
532,19087,8,49.5,3.477121254719662
533,19089,32,443.35,22.640183351039965
534,19091,6,48.1,2.574031267727719
535,19093,34,1171.8101000000001,14.532764535760807
536,19095,144,2524.9519999999998,63.465024354672735
537,19097,73,1027.851,43.042982718211235
538,19099,34,244.9,8.98448460179714
539,19101,27,290.47749999999996,8.293286297840732
540,19103,131,771.162,24.24012939133069
541,19105,71,391.775,24.318741123656405
542,19107,43,604.205,16.75348378023619
543,19109,44,405.97499999999997,19.722487969611493
544,19111,25,87.3,3.49954962590515
545,19113,38,365.15999999999997,8.498211275132888
546,19115,75,1660.325,46.424782043640036
547,19117,73,1896.85,50.5202479783388
548,19119,19,88.4,5.054613054556888
549,19121,18,108.6,7.3478177127089115
550,19123,44,1916.85,33.908514154016316
551,19125,40,343.35,20.86618806042748
552,19127,46,327.25,20.75072877502857
553,19129,24,329.46,10.35757754999807
554,19131,19,117.733,1.4302766685177732
555,19133,52,1858.001,23.941039594158358
556,19135,7,631.2,6.698970004336018
557,19137,18,417.0,14.668907502301861
558,19139,20,134.10999999999999,4.597695185925512
559,19141,5,94.0,5.401400540781544
560,19143,20,88.96000000000001,2.7993405494535826
561,19145,17,44.3,4.042213121101523
562,19147,9,478.125,4.596304948089877
563,19149,19,429.1,12.462853019868737
564,19151,28,323.5,14.232230345944874
565,19153,52,576.352,14.290457007821868
566,19155,30,4611.55,21.270679678186166
567,19157,62,681.3,36.07210354638577
568,19159,6,421.0,7.702430536445526
569,19161,6,9.0,-0.5051499783199058
570,19163,42,2552.375,24.96557269256339
571,19165,28,840.15,12.729998547283422
572,19167,27,995.4,19.467079220272893
573,19169,94,431.115,4.946934980385326
574,19171,349,5044.985,166.28878474569774
575,19173,35,522.5,20.224090252479844
576,19175,101,1200.976,44.08303260663401
577,19177,15,381.225,8.005395031886707
578,19179,20,87.7,-4.188424994129405
579,19181,36,1126.35,26.803638245371612
580,19183,32,271.0125,17.002318799275553
581,19185,58,2830.8,52.808096834793076
582,19187,32,298.3,14.983932701614465
583,19189,18,142.7,8.10160961723311
584,19191,48,640.91,20.637075563353164
585,19193,125,1832.774,53.81671581913871
586,19195,29,459.2,13.072242542860604
587,19197,12,132.25,7.544068044350275
588,20001,65,3890.4,12.777235276091307
589,20003,118,1630.13,38.19478658241613
590,20005,22,320.15000000000003,6.853382145732191
591,20007,13,57170.25,29.493718276442408
592,20009,84,11614.619999999999,-44.36432399255467
593,20011,107,5038.110000000001,70.38454609562274
594,20013,99,2071.14,18.167249476397053
595,20015,333,38466.66,25.795091128333283
596,20017,45,60103.2,77.84866610150003
597,20019,45,22838.02,49.956811366254485
598,20021,122,1141.85,-0.8380046044498464
599,20023,13,4348.05,2.811575005870594
600,20025,10,23890.01,28.159087971895254
601,20027,23,2433.7200000000003,16.013299775986972
602,20029,18,1718.0,11.998813625702072
603,20031,240,19293.41,254.9873803967442
604,20033,21,1528.08,0.5734335691721397
605,20035,322,15796.03,89.04319048443223
606,20037,121,544.1700000000001,-42.170704172467225
607,20041,109,3311.011,29.8283373448901
608,20043,14,44.06,-7.552841968657779
609,20045,163,1271.21,-29.97277433317705
610,20047,5,80.04,-2.096801452957021
611,20049,57,17637.13,33.29865104489748
612,20051,60,10255.38,-29.252902876305708
613,20053,31,3627.09,14.449485717145308
614,20055,47,64.39,-41.31465114872413
615,20057,55,595.91,-7.857653001783495
616,20059,138,1827.15,45.19037513208011
617,20061,64,12987.16,17.676765374131087
618,20063,3,2145.0,7.556302500767286
619,20065,12,12350.02,18.32976476213734
620,20067,18,53.15,-14.275150912370611
621,20069,2,7.01,-1.1549019599857429
622,20071,1,0.1,-0.9999999999999998
623,20073,66,66658.03,95.35719341459188
624,20075,4,4503.01,5.021189299069937
625,20077,13,3029.07,-3.8394714461482415
626,20079,70,10708.44,-29.42895507078883
627,20081,3,130.01,2.113976758289846
628,20083,8,10951.02,9.360547974973974
629,20085,255,9702.220000000001,146.2652298367755
630,20087,150,1948.01,38.64994465622317
631,20089,9,72.1,3.857332496431268
632,20091,353,603.36,-289.92427817851143
633,20095,50,6803.23,-1.4426618236200746
634,20097,17,59454.02,27.359382968986363
635,20099,44,109.56,-33.80693950657163
636,20101,7,1653.04,2.6866362692622934
637,20103,215,6173.71,5.259534495701693
638,20105,11,15175.0,22.56726208383041
639,20107,121,14608.98,83.66580051159892
640,20109,3,1198.0,7.067098766104946
641,20111,191,16006.09,68.6672363410833
642,20113,205,5218.72,-69.31486662517335
643,20115,49,1838.96,14.121605539772444
644,20117,36,5597.08,18.957231749311955
645,20119,22,70317.08,17.353489575376887
646,20121,154,973.6500000000001,-11.81822304846387
647,20123,11,25.25,-8.920818753952373
648,20125,181,6624.42,32.02749492331447
649,20127,42,6723.2,26.297621322029055
650,20129,134,26021.469999999998,43.48993911195305
651,2013,3,63.0,3.4313637641589874
652,20131,76,2819.1800000000003,49.41259622803646
653,20133,83,4200.4,33.37820832377332
654,20135,8,210.05,1.4775553321989818
655,20137,17,1067.1,-1.5304135974722928
656,20139,129,4180.21,44.231814372918734
657,20141,5,1844.01,4.063258279950455
658,20143,20,2493.07,10.456547931254601
659,20145,14,166.57,-1.3763372926437945
660,20147,37,3888.5,22.454022323087774
661,20149,85,19923.44,48.88008239731355
662,20151,23,598.13,4.783057023367331
663,20153,3,331.0,4.30102999566398
664,20155,187,15402.45,-19.70798660547591
665,20157,11,128.26,3.722633922533812
666,20159,38,21538.41,18.281418489290168
667,2016,1,80.0,1.9030899869919433
668,20161,123,43022.32,77.7203827225225
669,20163,38,480.14,5.04873919267156
670,20165,7,107.5,5.423245873936807
671,20167,23,2815.57,16.14682119431773
